1 qid:19335 1:0.2384116794250546 2:0.4758135731807032 3:0.2245937041195445 4:0.21943326924012924 5:0.43127086313781593 6:0.22142857142857142
0 qid:19335 1:0.1936915083855609 2:0.4485690923957481 3:0.21246938644578575 4:0.20017767934923916 5:0.3987392703862661 6:0.11071428571428571
0 qid:19335 1:0.1915788998640484 2:0.445102207686018 3:0.21738264871838392 4:0.20626151925953334 5:0.38929124940391036 6:0.15357142857142858
0 qid:19335 1:0.20255092542971415 2:0.5113818479149632 3:0.23801566726649384 4:0.22586332615234903 5:0.43037672865999044 6:0.12142857142857143
0 qid:19335 1:0.1639485753290197 2:0.0 3:0.0 4:0.0 5:0.0 6:0.16428571428571428
0 qid:19335 1:0.1785591389357417 2:0.0 3:0.0 4:0.0 5:0.0 6:0.20714285714285716
0 qid:19335 1:0.16105461191748133 2:0.0 3:0.0 4:0.0 5:0.0 6:0.17857142857142858
0 qid:19335 1:0.1808663387281476 2:0.43560098119378576 3:0.20668826664831383 4:0.20198842355985405 5:0.3775333810205055 6:0.11428571428571428
0 qid:19335 1:0.18485465591840647 2:0.4185936222403924 3:0.203709248651472 4:0.19755952709329286 5:0.38015617548879355 6:0.17142857142857143
0 qid:19335 1:0.17632521760713943 2:0.39980376124284545 3:0.18174168994153625 4:0.17584090018996407 5:0.37666890200286124 6:0.12857142857142856
0 qid:19335 1:0.18883163440872344 2:0.42328699918233853 3:0.20173879227712885 4:0.19546002520357844 5:0.3862362899380067 6:0.15357142857142858
0 qid:19335 1:0.19522872019360404 2:0.4355028618152085 3:0.20380397543369563 4:0.19755882772096153 5:0.39236096208869814 6:0.19285714285714287
0 qid:19335 1:0.20196706699987024 2:0.5027146361406377 3:0.2301644817040479 4:0.22271893430170409 5:0.46901824034334766 6:0.14285714285714285
0 qid:19335 1:0.1566404729535339 2:0.0 3:0.0 4:0.0 5:0.0 6:0.09285714285714286
0 qid:19335 1:0.16034670472558654 2:0.0 3:0.0 4:0.0 5:0.0 6:0.325
0 qid:19335 1:0.16821610095391748 2:0.0 3:0.0 4:0.0 5:0.0 6:0.18214285714285713
0 qid:19335 1:0.19298348837078114 2:0.4721831561733442 3:0.2342370507496159 4:0.2241820766146878 5:0.41498271340009535 6:0.13214285714285715
0 qid:19335 1:0.19902238970152705 2:0.48034341782502044 3:0.23228469694196385 4:0.2217591808042764 5:0.4122108965188364 6:0.30714285714285716
1 qid:19335 1:0.15805357958808364 2:0.35381847914963205 3:0.22143151517278226 4:0.2034508665005064 5:0.35678946113495474 6:0.24642857142857144
1 qid:19335 1:0.16856585189739887 2:0.375159443990188 3:0.22816268887432065 4:0.21000489235181444 5:0.38108011444921314 6:0.24285714285714285
0 qid:19335 1:0.1745735859061652 2:0.40395731807031887 3:0.19738902201987438 4:0.19641005673315273 5:0.3815122794468288 6:0.14285714285714285
3 qid:19335 1:0.2717734065177781 2:0.5272771872444808 3:0.28011893588307 4:0.27387004333968784 5:0.5388948497854077 6:0.21785714285714286
0 qid:19335 1:0.2020319401587418 2:0.4932461161079313 3:0.23093206814385608 4:0.2230630670355927 5:0.4592423700524559 6:0.19285714285714287
3 qid:19335 1:0.2549966435191714 2:0.5252003270645952 3:0.30205444768675493 4:0.2927087796231875 5:0.5330680734382451 6:0.24285714285714285
0 qid:19335 1:0.1990223614958058 2:0.41967293540474243 3:0.17882117966312663 4:0.17772851303671916 5:0.3680853600381498 6:0.38571428571428573
0 qid:19335 1:0.21491349305293087 2:0.43481586263287 3:0.21870742366339518 4:0.20523115685455479 5:0.4205859561278016 6:0.225
0 qid:19335 1:0.21982690148869796 2:0.45641864268192966 3:0.2532924365310186 4:0.241755018223254 5:0.4652628755364807 6:0.17142857142857143
0 qid:19335 1:0.20777174802136864 2:0.4950776778413737 3:0.23528738966915708 4:0.22730639440207984 5:0.4221357892226991 6:0.1392857142857143
0 qid:19335 1:0.20263554259345964 2:0.46704791496320525 3:0.20892409035177006 4:0.20316212959484245 5:0.388575792799237 6:0.06785714285714285
0 qid:19335 1:0.20372428343365168 2:0.4616516762060507 3:0.2086489717362516 4:0.1970478012055891 5:0.40322484501669054 6:0.12857142857142856
0 qid:19335 1:0.19415123343619017 2:0.4093865903515944 3:0.17947659844845473 4:0.17443521027532785 5:0.36273530639008106 6:0.2392857142857143
0 qid:19335 1:0.25141169634848737 2:0.4980866721177432 3:0.24411160038035867 4:0.24390713922530333 5:0.5353630185979971 6:0.07142857142857142
0 qid:19335 1:0.16902839752015297 2:0.0 3:0.0 4:0.0 5:0.0 6:0.14642857142857144
0 qid:19335 1:0.1745877733839532 2:0.319869174161897 3:0.17557539433105204 4:0.17136837258419743 5:0.3539431330472103 6:0.36428571428571427
0 qid:19335 1:0.19512715139138823 2:0.4114470973017171 3:0.16838242060096886 4:0.16622902462065506 5:0.3638231700047687 6:0.10714285714285714
0 qid:19335 1:0.17115226012444365 2:0.0 3:0.0 4:0.0 5:0.0 6:0.1392857142857143
0 qid:19335 1:0.1711522319187224 2:0.0 3:0.0 4:0.0 5:0.0 6:0.13214285714285715
0 qid:19335 1:0.17416186699310088 2:0.0 3:0.0 4:0.0 5:0.0 6:0.13214285714285715
0 qid:19335 1:0.2118898115293706 2:0.5496320523303353 3:0.2614918823222279 4:0.24677388026040772 5:0.45015200286123036 6:0.23214285714285715
0 qid:19335 1:0.19227837354528993 2:0.47373671300081766 3:0.2273812068513848 4:0.216437739828881 5:0.41699451597520265 6:0.1357142857142857
0 qid:19335 1:0.1965854153856568 2:0.4633851185609158 3:0.2265850561076134 4:0.21062740989596754 5:0.4004679303767287 6:0.10357142857142858
0 qid:19335 1:0.17371051904168242 2:0.36629599345870806 3:0.16492908610296045 4:0.16410182481682833 5:0.3390259895088221 6:0.17857142857142858
0 qid:19335 1:0.17008326328912554 2:0.0 3:0.0 4:0.0 5:0.0 6:0.14642857142857144
0 qid:19335 1:0.20426865385374768 2:0.0 3:0.0 4:0.0 5:0.0 6:0.11785714285714285
0 qid:19335 1:0.2600229030456538 2:0.5371218315617334 3:0.2651709173092933 4:0.24882004981649888 5:0.47956902718168815 6:0.12142857142857143
1 qid:19335 1:0.24266792276145294 2:0.5121995094031071 3:0.26804615375796365 4:0.2503275157165408 5:0.46430913209346686 6:0.125
1 qid:19335 1:0.20884644241237893 2:0.44080130825838104 3:0.23960860258765293 4:0.22317662848345327 5:0.43121125417262757 6:0.12857142857142856
0 qid:19335 1:0.2625332122367701 2:0.5709730171708912 3:0.2778838017348667 4:0.2595481513245347 5:0.5028314258464474 6:0.15357142857142858
1 qid:19335 1:0.19294687734460056 2:0.41082567457072766 3:0.22947145081401338 4:0.21335426261584764 5:0.41173402479732957 6:0.18928571428571428
0 qid:19335 1:0.2551038252599157 2:0.5329026982829109 3:0.2578518733763978 4:0.24592007820893816 5:0.4739210777300906 6:0.1357142857142857
0 qid:19335 1:0.16394851891757725 2:0.0 3:0.0 4:0.0 5:0.0 6:0.16071428571428573
0 qid:19335 1:0.18863986370995492 2:0.3977759607522485 3:0.16494021649987176 4:0.1629662172627014 5:0.35655102527420124 6:0.08928571428571429
0 qid:19335 1:0.21013826444556014 2:0.4431071136549468 3:0.19228492707232303 4:0.18712294613128935 5:0.39692119694802097 6:0.17857142857142858
0 qid:19335 1:0.0 2:0.3491741618969747 3:0.17558026997425474 4:0.16872392808328002 5:0.3392791785884597 6:0.09642857142857143
0 qid:19335 1:0.0 2:0.0 3:0.1691736817711284 4:0.15426075593271835 5:0.0 6:0.1357142857142857
0 qid:19335 1:0.16502039273646266 2:0.0 3:0.0 4:0.0 5:0.0 6:0.2571428571428571
0 qid:19335 1:0.20138884971427604 2:0.5034995911692559 3:0.2315206209652616 4:0.2262164953307168 5:0.4308088936576061 6:0.12857142857142856
0 qid:19335 1:0.18951136408509103 2:0.4358789860997547 3:0.20274108521550982 4:0.19184683923210386 5:0.4012875536480687 6:0.14642857142857144
0 qid:19335 1:0.17902442051345693 2:0.4391496320523303 3:0.21701697547818238 4:0.20788115478725172 5:0.3913029029566047 6:0.12142857142857143
0 qid:19335 1:0.19298346016505988 2:0.4705641864268193 3:0.23176719617243066 4:0.227511345117554 5:0.41136146876490226 6:0.12857142857142856
0 qid:19335 1:0.19742594587886206 2:0.4778250204415372 3:0.23890372388463588 4:0.2295312293531525 5:0.42373032904148783 6:0.16785714285714284
1 qid:19335 1:0.22414240504543942 2:0.4722649223221586 3:0.2584188270984154 4:0.23988678006742045 5:0.4489449213161659 6:0.2571428571428571
0 qid:19335 1:0.20551252616080645 2:0.5115617334423549 3:0.2421537022698648 4:0.2301634411672449 5:0.4247287792083929 6:0.12142857142857143
0 qid:19335 1:0.1772163491642645 2:0.4283401471790678 3:0.20549024449616327 4:0.19783512133871053 5:0.3933594122556032 6:0.13214285714285715
0 qid:19335 1:0.1744495371441143 2:0.0 3:0.0 4:0.0 5:0.0 6:0.11785714285714285
0 qid:19335 1:0.22695451545391468 2:0.4207686017988552 3:0.2195989698490294 4:0.21538036503316438 5:0.4547567954220315 6:0.12857142857142856
0 qid:19335 1:0.21982684507725547 2:0.46047424366312345 3:0.2587643221409624 4:0.2506072784980324 5:0.5034573199809251 6:0.13214285714285715
0 qid:19335 1:0.19440790549955153 2:0.4461488143908422 3:0.21846991018737857 4:0.20883881016768546 5:0.37862124463519314 6:0.12857142857142856
0 qid:19335 1:0.0 2:0.3575470155355682 3:0.18379990789352776 4:0.17199435236761457 5:0.3454190510252742 6:0.1
0 qid:19335 1:0.20064703924544053 2:0.43198691741618966 3:0.17874665197417128 4:0.17757616758462283 5:0.3803648068669528 6:0.21071428571428572
0 qid:19335 1:0.17919656003023654 2:0.44863450531479965 3:0.22091888308124716 4:0.21446563449512626 5:0.4385133524082022 6:0.2357142857142857
0 qid:19335 1:0.20938235111610037 2:0.4415044971381848 3:0.1853273702916793 4:0.1812136030799028 5:0.3791279208392942 6:0.3
0 qid:19335 1:0.2646712059074062 2:0.553687653311529 3:0.26064909953382515 4:0.245682582444382 5:0.48785467334287075 6:0.11071428571428571
0 qid:19335 1:0.20672255160236702 2:0.4359116925592804 3:0.17407229621850479 4:0.1718406358687697 5:0.3763412017167382 6:0.11428571428571428
0 qid:19335 1:0.20363963806418495 2:0.5210466067048242 3:0.24810478002417777 4:0.2306245906637796 5:0.4368890081068193 6:0.25357142857142856
0 qid:19335 1:0.20313478385955808 2:0.45074407195421096 3:0.1925335779104555 4:0.18692630479004885 5:0.4024350262279447 6:0.11785714285714285
0 qid:19335 1:0.1915787870411634 2:0.48663924775143086 3:0.22533062972881235 4:0.2139850826097559 5:0.47019551740581783 6:0.13214285714285715
0 qid:19335 1:0.0 2:0.36557645134914146 3:0.1842937408979142 4:0.17908916614300874 5:0.3920928707677635 6:0.11428571428571428
0 qid:19335 1:0.17632504837281193 2:0.41318070318887984 3:0.20232595902282388 4:0.19590249938152288 5:0.3803051979017644 6:0.15357142857142858
0 qid:19335 1:0.17994110645403313 2:0.4066067048242028 3:0.18401304315353093 4:0.18024693895290403 5:0.36224368144969005 6:0.09285714285714286
0 qid:19335 1:0.26891616695530524 2:0.5621095666394113 3:0.27171681656912955 4:0.25225320627072184 5:0.4887339055793991 6:0.1357142857142857
0 qid:19335 1:0.2107644314572768 2:0.47702371218315615 3:0.21503187824382206 4:0.2086753924744227 5:0.41095910824988074 6:0.09642857142857143
0 qid:19335 1:0.21414911800709654 2:0.5361406377759608 3:0.25011074501144565 4:0.2372305639530053 5:0.4365312052932761 6:0.2392857142857143
0 qid:19335 1:0.1829281769514128 2:0.446443172526574 3:0.21667428741307923 4:0.2042208685128291 5:0.40241997496423465 6:0.24285714285714285
1 qid:19335 1:0.1804235089045462 2:0.46070318887980377 3:0.23804771417274467 4:0.2210570525304859 5:0.40644372913686216 6:0.2357142857142857
0 qid:19335 1:0.2469918598288477 2:0.48894521668029434 3:0.22371609530826536 4:0.21866949925848184 5:0.4395118025751073 6:0.17142857142857143
0 qid:19335 1:0.2135455155723787 2:0.49022076860179886 3:0.2180506048719475 4:0.20560160953132864 5:0.4180376728659991 6:0.13214285714285715
0 qid:19335 1:0.0 2:0.35605887162714633 3:0.18535872764267716 4:0.18097263815160405 5:0.3196377265140677 6:0.12857142857142856
0 qid:19335 1:0.21354548736665743 2:0.5330335241210139 3:0.23995688371203003 4:0.2262815785044022 5:0.45123986647591796 6:0.11071428571428571
0 qid:19335 1:0.17285580107068918 2:0.38068683565004086 3:0.17442613557613293 4:0.17176999926330472 5:0.34619396757272297 6:0.15714285714285714
0 qid:19335 1:0.18870473686882647 2:0.0 3:0.0 4:0.0 5:0.0 6:0.10714285714285714
0 qid:19335 1:0.2013888215085548 2:0.44654129190515124 3:0.19467747484392736 4:0.18582322151156838 5:0.4000804721030043 6:0.15357142857142858
0 qid:19335 1:0.2008134530008067 2:0.45100572363041697 3:0.19427069993152718 4:0.1881671644178026 5:0.40420839294229854 6:0.14285714285714285
0 qid:19335 1:0.0 2:0.3747996729354047 3:0.20586916555546697 4:0.19283011518309148 5:0.36108130662851695 6:0.14642857142857144
0 qid:19335 1:0.1763250201670907 2:0.409125102207686 3:0.1973089291324634 4:0.1854880836752877 5:0.3766687529804482 6:0.14285714285714285
0 qid:19335 1:0.18375463278971507 2:0.3284709730171709 3:0.16712521510554226 4:0.16508371587211032 5:0.3744933237958989 6:0.2571428571428571
0 qid:19335 1:0.21152313715314014 2:0.37110384300899424 3:0.1838054730919834 4:0.1818506481800078 5:0.40501311397234147 6:0.16785714285714284
0 qid:19335 1:0.21313365563070813 2:0.37393278822567455 3:0.18472696965729127 4:0.18277852137829223 5:0.4070991297091082 6:0.16785714285714284
1 qid:19335 1:0.24096993834229335 2:0.5075715453802125 3:0.251514233733362 4:0.24374302215970922 5:0.5044110634239389 6:0.2
0 qid:19335 1:0.17544494525269505 2:0.4449877350776778 3:0.22143778385690002 4:0.21166123454021016 5:0.3949242966142108 6:0.14285714285714285
2 qid:19335 1:0.25434227078620625 2:0.5586426819296811 3:0.3433504630234668 4:0.3314754657381753 5:0.5920809489747259 6:0.26785714285714285
3 qid:19335 1:0.2549966153134502 2:0.49473426001635323 3:0.26996297805707725 4:0.26612295061142693 5:0.5134120171673819 6:0.23214285714285715
2 qid:19335 1:0.2312333233673118 2:0.48645952575633683 3:0.30766909212967336 4:0.2958878215643869 5:0.5330978779208393 6:0.30357142857142855
3 qid:19335 1:0.30301124280048963 2:0.6318233851185608 3:0.2836398537610722 4:0.27701308491701987 5:0.632361707200763 6:0.16071428571428573
1 qid:19335 1:0.23083280212558313 2:0.5255437448896156 3:0.29903015586017384 4:0.29235772241077074 5:0.5625447067238913 6:0.26785714285714285
0 qid:19335 1:0.26031342197451335 2:0.5564513491414554 3:0.2807520729789618 4:0.2740507722292708 5:0.5731998092513114 6:0.24642857142857144
0 qid:19335 1:0.20431660357987014 2:0.4308258381030253 3:0.18480220083190874 4:0.1786806219098519 5:0.3737929184549357 6:0.14285714285714285
0 qid:19335 1:0.2703574793111035 2:0.5259198691741619 3:0.28415318933826944 4:0.2743589253727275 5:0.5664788984263233 6:0.17142857142857143
0 qid:19335 1:0.20081342479508543 2:0.5145870809484873 3:0.2594364643824757 4:0.24536195831509627 5:0.4526257749165475 6:0.14642857142857144
0 qid:19335 1:0.15636958520666333 2:0.0 3:0.0 4:0.0 5:0.0 6:0.13214285714285715
0 qid:19335 1:0.16515857256485905 2:0.0 3:0.0 4:0.0 5:0.0 6:0.05357142857142857
0 qid:19335 1:0.2055124979550852 2:0.44946852003270643 3:0.18142477313336158 4:0.17675561687904512 5:0.38367310443490704 6:0.09285714285714286
0 qid:19335 1:0.17721629275282197 2:0.44528209321340967 3:0.2211118053175729 4:0.20673723785889112 5:0.4073228123509776 6:0.11428571428571428
0 qid:19335 1:0.1922783171338474 2:0.44156991005723634 3:0.21345844549547371 4:0.1999900121321711 5:0.3795152300906056 6:0.12142857142857143
0 qid:19335 1:0.20534044305546936 2:0.49628781684382667 3:0.23544062416981293 4:0.22162555221764146 5:0.42350679542203146 6:0.15714285714285714
0 qid:19335 1:0.19369142376839718 2:0.4724775143090761 3:0.2255556267322072 4:0.21605757903321082 5:0.41234501669051027 6:0.12857142857142856
0 qid:19335 1:0.21025954904692867 2:0.5223548650858544 3:0.2446639411031774 4:0.2326375573453286 5:0.42981044349070097 6:0.12857142857142856
0 qid:19335 1:0.17721623634137948 2:0.4099591169255928 3:0.1933882085118408 4:0.18174955771797632 5:0.3778463280877444 6:0.11428571428571428
0 qid:19335 1:0.21506580394767275 2:0.40685167620605067 3:0.20715772143668687 4:0.20477137148029015 5:0.4363823319027182 6:0.29285714285714287
0 qid:19335 1:0.20442939825914286 2:0.4416843826655764 3:0.19502503855223322 4:0.19161970941190423 5:0.3739121363853124 6:0.24642857142857144
2 qid:47923 1:0.23587316451268975 2:0.27035159443990187 3:0.3090015636257403 4:0.3070279156958865 5:0.29729971387696713 6:0.19285714285714287
0 qid:47923 1:0.24705109184346954 2:0.2947342600163532 3:0.3012806204236473 4:0.3080984331518494 5:0.3195785646161182 6:0.17142857142857143
1 qid:47923 1:0.294309777795328 2:0.3545216680294358 3:0.2906120165757103 4:0.28623369282709954 5:0.362720553171197 6:0.17142857142857143
1 qid:47923 1:0.3162848552200328 2:0.38596892886345047 3:0.4081038803983548 4:0.41110145000173004 5:0.4132689556509299 6:0.25357142857142856
1 qid:47923 1:0.3300323237565508 2:0.3868683565004088 3:0.4272602616460989 4:0.4222844689756252 5:0.39884358607534576 6:0.13214285714285715
0 qid:47923 1:0.2342739001178999 2:0.30147179067865904 3:0.27910339512558685 4:0.2829113488027615 5:0.34100798760133527 6:0.15357142857142858
1 qid:47923 1:0.24415430785980627 2:0.29627146361406376 3:0.2828562682463547 4:0.29120202694443387 5:0.32066642823080593 6:0.22142857142857142
1 qid:47923 1:0.2719031528355212 2:0.3102534750613246 3:0.34673903504933434 4:0.3317365255031625 5:0.32321471149260844 6:0.175
2 qid:47923 1:0.45351979195460007 2:0.5522649223221586 3:0.48980503354578353 4:0.4895890361463111 5:0.5739747257987601 6:0.18214285714285713
1 qid:47923 1:0.5587807230818699 2:0.6446443172526574 3:0.6370933460209642 4:0.6222412505353401 5:0.6862333094897473 6:0.17857142857142858
2 qid:47923 1:0.6382813407871653 2:0.7033197056418642 3:0.6610522358233553 4:0.6461223851585103 5:0.7420571053886504 6:0.20357142857142857
1 qid:47923 1:0.2610383090105997 2:0.3014881439084219 3:0.2812709876850238 4:0.27950104312768115 5:0.3194146399618503 6:0.11071428571428571
1 qid:47923 1:0.4635328229978169 2:0.5562060506950122 3:0.49999861740689183 4:0.493337928047979 5:0.574615522174535 6:0.2642857142857143
1 qid:47923 1:0.464765384810655 2:0.5589532297628782 3:0.4530008647092524 4:0.451104162458459 5:0.5747794468288031 6:0.11428571428571428
1 qid:47923 1:0.36555178852478437 2:0.40466067048242027 3:0.3510985565929942 4:0.352225365019904 5:0.41382033857892225 6:0.11428571428571428
0 qid:47923 1:0.3500188978332365 2:0.4067538838920686 3:0.39539237508328734 4:0.39219830914344084 5:0.4146548640915594 6:0.13214285714285715
1 qid:47923 1:0.2736490869808032 2:0.3168601798855274 3:0.3597945936096017 4:0.3571382825355781 5:0.329682284215546 6:0.275
2 qid:47923 1:0.6184555675273172 2:0.701455437448896 3:0.6427316373334158 4:0.6327941696610939 5:0.7309102288984264 6:0.275
1 qid:47923 1:0.4627430628028589 2:0.5415535568274734 3:0.4676897985684429 4:0.4608039373582035 5:0.5562559608965189 6:0.3
1 qid:47923 1:0.3455341881547253 2:0.4111529026982829 3:0.44110641968209124 4:0.4274071912662217 5:0.46916726275631854 6:0.17142857142857143
1 qid:47923 1:0.4371773970632203 2:0.5439901880621422 3:0.5213727058609919 4:0.5269451990606502 5:0.574600619933238 6:0.16071428571428573
1 qid:47923 1:0.5273849347601668 2:0.5887489779231398 3:0.6058857538866835 4:0.5910333390305634 5:0.647085121602289 6:0.16785714285714284
1 qid:47923 1:0.2837241706107667 2:0.3185772690106296 3:0.32566511208640536 4:0.32245011427363046 5:0.32765557939914164 6:0.15357142857142858
1 qid:47923 1:0.3020268631289171 2:0.3683401471790679 3:0.4256185768581176 4:0.42719463054884516 5:0.39730865522174535 6:0.15
0 qid:47923 1:0.48302018401412544 2:0.5302698282910875 3:0.5927605293502543 4:0.5802062382530117 5:0.6009626847877921 6:0.14642857142857144
2 qid:47923 1:0.3589939583345086 2:0.4182338511856092 3:0.4351170263374097 4:0.43158405748779627 5:0.47210300429184554 6:0.17857142857142858
1 qid:47923 1:0.3534882015468018 2:0.4118233851185609 3:0.466312770658708 4:0.4582017667987 5:0.4671852646638054 6:0.18928571428571428
2 qid:47923 1:0.3365873333747017 2:0.38997547015535566 3:0.40452376524666744 4:0.3903584682740509 5:0.404282904148784 6:0.17142857142857143
1 qid:47923 1:0.2666879149766739 2:0.3196892886345053 3:0.31928008815664405 4:0.3228011922594827 5:0.33987541726275633 6:0.37142857142857144
1 qid:47923 1:0.36181453045935835 2:0.4215208503679476 3:0.437235841569206 4:0.43371678994996693 5:0.4745916785884597 6:0.17142857142857143
1 qid:47923 1:0.3020522482780407 2:0.34603401471790673 3:0.39050976667602494 4:0.3783486665639028 5:0.37207916070577013 6:0.21071428571428572
0 qid:47923 1:0.36160580812211945 2:0.44152085036794764 3:0.40968009922853327 4:0.4053672754836684 5:0.4922359322842156 6:0.3107142857142857
0 qid:47923 1:0.2677117544522731 2:0.32981177432542924 3:0.3349734045155881 4:0.3335562923092995 5:0.3693220970433953 6:0.29285714285714287
2 qid:47923 1:0.30924470719640773 2:0.3739983646770237 3:0.3326567774738542 4:0.3299597043128567 5:0.37502980448259415 6:0.3
0 qid:47923 1:0.3387281476174627 2:0.38912510220768604 3:0.41055143935569466 4:0.39601022764867133 5:0.40204756795422036 6:0.35
1 qid:47923 1:0.2997309174192893 2:0.3431725265739984 3:0.34713115517130816 4:0.34322632657376584 5:0.3463280877443967 6:0.125
1 qid:47923 1:0.37354528992660874 2:0.4544071954210957 3:0.4760027980898428 4:0.4762615061722689 5:0.5063483547925608 6:0.13214285714285715
1 qid:47923 1:0.5223135460796868 2:0.5725756336876533 3:0.5935064540038333 4:0.5817510755636697 5:0.6291279208392943 6:0.16071428571428573
1 qid:47923 1:0.24852625106476595 2:0.2851018806214227 3:0.32007203888205654 4:0.31674295907078537 5:0.30796971864568434 6:0.15357142857142858
2 qid:47923 1:0.22935761469856544 2:0.258119378577269 3:0.2831202425345527 4:0.2786181513419151 5:0.2866148068669528 6:0.12142857142857143
1 qid:47923 1:0.2873711703681975 2:0.3303025347506132 3:0.3566358802999226 4:0.35446890991195956 5:0.3622734859322842 6:0.17142857142857143
2 qid:47923 1:0.2679740958656054 2:0.32629582992641043 3:0.4089076510759316 4:0.40777561604021384 5:0.36622257987601337 6:0.26071428571428573
1 qid:47923 1:0.3873096818958758 2:0.4635322976287816 3:0.47931891109251384 4:0.46039821138780757 5:0.5078385789222699 6:0.16428571428571428
1 qid:47923 1:0.25648590560109213 2:0.2943744889615699 3:0.3809110043204398 4:0.36263078582853114 5:0.3348831664282308 6:0.32142857142857145
2 qid:47923 1:0.2963490514415944 2:0.3613246116107931 3:0.42274195433373674 4:0.4242302612909733 5:0.39228659990462567 6:0.16071428571428573
1 qid:47923 1:0.35400154567352443 2:0.4140474243663123 3:0.4454206673960118 4:0.43980341350062946 5:0.41702432045779686 6:0.26071428571428573
0 qid:47923 1:0.30996113251611956 2:0.385102207686018 3:0.3798822645002865 4:0.3866947405337998 5:0.41222579876013354 6:0.13214285714285715
1 qid:47923 1:0.5678770681845106 2:0.6439411283728537 3:0.6485441284122947 4:0.6423734932568423 5:0.6875447067238912 6:0.14642857142857144
1 qid:47923 1:0.2811715528377776 2:0.33497955846279637 3:0.32763485800988185 4:0.3212279576623811 5:0.3477885073915117 6:0.37857142857142856
2 qid:47923 1:0.2648573072562038 2:0.31653311529026984 3:0.33491837243423894 4:0.3310032232270387 5:0.3371483071053886 6:0.30357142857142855
1 qid:47923 1:0.33461293288730687 2:0.3868192968111202 3:0.41629564356891763 4:0.4128748089527718 5:0.4455770147830234 6:0.31785714285714284
0 qid:47923 1:0.27675168811241674 2:0.3245298446443172 3:0.3630153251008191 4:0.3561418639243442 5:0.33690987124463523 6:0.17142857142857143
